object_list,小波次表,,,,,,,,,
怪物组Id,跑道类型,出场次数,间隔时间,开始时间,出口跑道编号,怪物Id,怪物数量,关卡ID,,
1810602,0,5,2000,5000,0,141020,5,9,,
1810603,0,5,1500,18000,1,141020,5,9,,
1810701,0,5,1000,2000,2,141020,5,9,,
1810702,0,3,3000,6000,2,141022,3,9,,
1810703,0,8,2000,10000,2,141020,10,9,,
1810801,0,6,2000,2000,1,141020,8,9,,
1810802,0,2,4000,2000,2,141021,2,9,,
1810803,0,4,2000,5500,1,141020,6,9,,
1810901,0,3,3000,2000,3,141021,3,9,,
1810902,0,3,4000,8000,3,141022,3,9,,
1810903,0,3,3000,13000,1,141021,3,9,,
1810904,0,3,3000,18000,2,141022,3,9,,
1811001,0,2,3000,2000,1,141022,2,9,,
1811002,0,6,2000,2000,3,141020,6,9,,
1811003,0,2,3000,5000,2,141022,2,9,,
1811004,0,2,3000,10000,3,141022,2,9,,
1811005,0,10,2000,15000,1,141020,10,9,,
1811006,0,2,5000,15000,0,141022,2,9,,
1910101,0,6,2000,2000,0,141020,6,10,,
1910201,0,4,2000,2000,0,141021,4,10,,
1910202,0,6,2000,12000,0,141020,6,10,,
1910301,0,7,2000,2000,1,141020,7,10,,
1910302,0,3,4000,9000,1,141021,3,10,,
1910303,0,3,2000,14000,1,141020,5,10,,
1910401,0,4,4000,2000,2,141021,4,10,,
1910402,0,6,2000,2000,2,141020,8,10,,
1910403,0,2,4000,2000,2,141022,2,10,,
1910501,0,8,2000,2000,3,141020,8,10,,
1910502,0,2,5000,2000,3,141020,3,10,,
1910503,0,5,2000,5000,3,141020,5,10,,
1910504,0,5,2000,18000,3,141021,5,10,,
1910601,0,3,2000,2000,2,141020,3,10,,
1910602,0,3,4000,6000,2,141021,3,10,,
1910603,0,8,2000,10000,2,141020,10,10,,
1910604,0,6,2000,18000,2,141020,8,10,,
1910605,0,2,4000,18000,2,141022,4,10,,
1910606,0,4,2000,24000,2,141020,6,10,,
1910701,0,3,4000,2000,3,141021,3,10,,
1910702,0,3,3000,5000,3,141022,3,10,,
1910703,0,3,3000,12000,3,141021,3,10,,
1910704,0,3,4000,15000,3,141022,3,10,,
1910801,0,4,2000,2000,1,141022,4,10,,
1910802,0,3,2000,6000,1,141021,3,10,,
1910803,0,4,2000,10000,1,141022,4,10,,
1910901,0,2,3000,2000,1,141021,2,10,,
1910902,0,7,1500,2000,1,141020,10,10,,
1910903,0,7,1500,4000,2,141020,10,10,,
1910904,0,2,20000,13000,1,141024,2,10,,
1910905,1,2,3500,18000,3,141021,2,10,,
1910906,1,2,2500,21000,3,141022,2,10,,
1910907,0,2,2000,30000,3,141022,2,10,,
1911001,0,2,3000,2000,2,141022,2,10,,
1911002,0,7,1500,2000,2,141020,10,10,,
1911003,0,7,1500,4000,1,141020,10,10,,
1911004,0,2,15000,13000,2,141024,2,10,,
1911005,1,3,3500,18000,0,141021,3,10,,
1911006,1,3,2500,21000,0,141022,3,10,,
1911007,0,3,2000,30000,0,141022,3,10,,
2010101,0,5,2000,2000,0,141020,5,10,,
2010201,0,2,5000,2000,0,141021,2,10,,
2010202,0,5,2000,5500,0,141020,5,10,,
2010301,0,7,2000,2000,1,141020,7,10,,
2010302,0,2,3000,14000,1,141021,2,10,,
2010303,0,5,2000,15000,1,141020,5,10,,
2010401,0,8,2000,2000,1,141020,10,10,,
2010402,0,2,5000,2000,1,141021,3,10,,
2010403,0,6,2000,15000,1,141020,8,10,,
2010501,0,2,3000,2000,0,141022,2,10,,
2010502,0,2,3000,7000,0,141023,2,10,,
2010503,0,8,2000,10000,0,141020,10,10,,
2010504,0,6,2000,28000,1,141020,8,10,,
2010601,0,1,2000,2000,2,141022,1,10,,
2010602,0,1,2000,6000,2,141023,1,10,,
2010603,0,1,2000,10000,2,141022,1,10,,
2010604,0,6,1500,12000,0,141020,8,10,,
2010605,0,2,4000,12000,0,141021,4,10,,
2010606,0,4,2000,20000,0,141020,6,10,,
2010701,0,3,3000,2000,1,141021,3,10,,
2010702,0,3,3000,5000,1,141022,3,10,,
2010703,0,3,3000,2000,1,141021,3,10,,
2010704,0,2,3000,5000,1,141023,2,10,,
2010801,0,3,4000,2000,0,141021,4,10,,
2010802,0,8,2000,2000,0,141020,10,10,,
2010803,0,2,4000,2000,0,141022,2,10,,
2010901,0,2,3000,2000,2,141022,2,10,,
2010902,0,2,3000,5000,1,141022,2,10,,
2010903,0,2,3000,8000,1,141022,2,10,,
2010904,0,2,20000,13000,1,141024,2,10,,
2010905,1,5,3500,18000,0,141021,5,10,,
2010906,1,2,2500,21000,2,141023,2,10,,
2010907,0,5,2000,30000,0,141022,5,10,,
2011001,0,2,3000,2000,1,141022,2,10,,
2011002,0,7,1500,2000,1,141020,10,10,,
2011003,0,7,1500,4000,1,141020,10,10,,
2011004,0,2,15000,13000,1,141024,2,10,,
2011005,1,2,3500,18000,1,141021,2,10,,
2011006,1,2,2500,21000,1,141022,2,10,,
2011007,0,2,2000,30000,1,141022,2,10,,
2110101,0,5,2000,2000,0,141020,5,11,,
2110102,0,5,2000,12000,0,141020,5,11,,
2110103,0,5,2000,24000,0,141020,5,11,,
2110201,0,10,2000,2000,0,141020,10,11,,
2110202,0,3,4000,23000,0,141054,3,11,,
2110203,0,10,2000,24000,1,141020,10,11,,
2110301,0,2,4000,2000,1,141022,2,11,,
2110302,0,8,2000,2000,1,141020,10,11,,
2110401,0,7,3000,2000,1,141020,10,11,,
2110402,0,3,2000,9000,1,141021,3,11,,
2110403,0,3,3500,10000,1,141022,3,11,,
2110501,0,8,2000,2000,1,141020,10,11,,
2110502,0,5,1500,18000,0,141020,8,11,,
2110503,0,3,4000,18000,0,141022,3,11,,
2110504,0,3,3000,18000,0,141023,3,11,,
2110505,0,8,1500,22000,1,141020,10,11,,
2110506,0,6,1500,32000,1,141020,8,11,,
2110601,0,4,4000,2000,1,141021,4,11,,
2110602,0,8,2000,2000,1,141020,10,11,,
2110603,0,4,4000,16000,0,141021,4,11,,
2110604,0,3,2000,16000,0,141022,3,11,,
2110701,0,4,2000,2000,1,141021,4,11,,
2110702,0,3,2000,5000,1,141023,3,11,,
2110703,0,2,2000,12000,1,141022,2,11,,
2110704,0,2,2000,16000,1,141023,2,11,,
2110705,0,2,2000,20000,1,141022,2,11,,
2110801,0,4,4000,2000,0,141022,4,11,,
2110802,0,7,2000,2000,0,141020,10,11,,
2110803,0,4,2000,16000,1,141054,4,11,,
2110901,0,2,2000,2000,1,141024,2,11,,
2110902,1,5,3500,2000,1,141021,5,11,,
2110903,1,2,4000,5000,0,141027,2,11,,
2110904,0,2,4000,13000,0,141027,2,11,,
2110905,0,2,4000,21000,0,141027,2,11,,
2110906,0,7,1500,21000,1,141020,10,11,,
2110907,0,7,1500,32000,1,141020,10,11,,
2111001,0,2,2000,2000,0,141024,2,11,,
2111002,1,5,3500,18000,0,141021,5,11,,
2111003,1,2,2500,21000,0,141023,2,11,,
2111004,0,5,2000,30000,1,141022,5,11,,
2111005,1,8,2000,24000,1,141020,10,11,,
2111101,0,2,10000,2000,1,141024,2,11,,
2111102,0,2,4000,2000,1,141027,2,11,,
2111103,0,10,2000,2000,1,141020,10,11,,
2111104,0,2,4000,9000,0,141027,2,11,,
2111105,0,4,1000,9000,0,141021,4,11,,
2111106,0,4,1000,9000,0,141021,4,11,,
2111107,1,4,1000,9000,0,141021,4,11,,
2210101,0,5,2000,2000,0,141020,5,11,,
2210102,0,2,5000,4000,0,141021,2,11,,
2210103,0,5,2000,12000,0,141020,5,11,,
2210201,0,2,4000,2000,3,141022,2,11,,
2210202,0,5,2000,2000,3,141020,5,11,,
2210203,0,5,5000,2000,3,141020,5,11,,
2210301,0,8,2000,2000,2,141020,10,11,,
2210302,0,3,4000,2000,2,141054,5,11,,
2210401,0,8,2000,2000,1,141020,10,11,,
2210402,0,3,5000,2000,1,141021,3,11,,
2210403,0,2,4000,20000,1,141027,2,11,,
2210501,0,8,2000,2000,3,141020,10,11,,
2210502,0,5,1500,18000,0,141020,8,11,,
2210503,0,1,4000,18000,0,141022,1,11,,
2210504,0,1,3000,18000,0,141023,1,11,,
2210505,0,1,1500,22000,1,141025,1,11,,
2210506,0,1,1500,32000,1,141055,1,11,,
2210601,0,2,4000,2000,1,141021,2,11,,
2210602,0,8,2000,2000,1,141020,10,11,,
2210603,0,2,4000,16000,2,141021,2,11,,
2210604,0,2,2000,16000,2,141022,2,11,,
2210701,0,5,2000,2000,3,141021,2,11,,
2210702,0,3,2000,5000,3,141023,3,11,,
2210703,0,2,2000,2000,3,141022,2,11,,
2210704,0,2,2000,6000,3,141023,2,11,,
2210705,0,2,2000,10000,3,141022,2,11,,
2210801,0,2,4000,2000,0,141022,2,11,,
2210802,0,7,2000,2000,0,141020,10,11,,
2210803,0,3,2000,16000,1,141054,3,11,,
2210901,0,1,2000,2000,1,141024,1,11,,
2210902,1,5,3500,2000,1,141021,5,11,,
2210903,1,1,4000,5000,2,141027,1,11,,
2210904,0,1,4000,13000,2,141027,1,11,,
2210905,0,1,4000,21000,2,141027,1,11,,
2210906,0,5,1500,21000,3,141020,5,11,,
2210907,0,5,1500,32000,3,141020,5,11,,
2211001,0,1,2000,2000,0,141024,1,11,,
2211002,1,5,3500,18000,0,141021,5,11,,
2211003,1,2,2500,21000,0,141023,2,11,,
2211004,0,5,2000,30000,1,141022,5,11,,
2211005,1,8,2000,24000,1,141020,10,11,,
2211101,0,1,10000,2000,1,141024,1,11,,
2211102,0,2,4000,2000,1,141027,2,11,,
2211103,0,10,2000,2000,1,141020,10,11,,
2211104,0,2,4000,9000,0,141027,2,11,,
2211105,0,4,1000,9000,1,141020,4,11,,
2211106,0,4,1000,9000,2,141020,4,11,,
2211107,1,4,1000,9000,3,141020,4,11,,
2310101,0,5,2000,2000,0,141020,5,12,,
2310102,0,2,5000,2000,0,141021,2,12,,
2310201,0,5,2000,2000,0,141020,5,12,,
2310202,0,5,2000,16000,0,141020,5,12,,
2310203,0,2,5000,16000,0,141021,2,12,,
2310204,0,2,4000,20000,0,141022,2,12,,
2310205,0,5,2000,20000,0,141020,5,12,,
2310301,0,5,5000,2000,0,141054,5,12,,
2310302,0,2,4000,2000,0,141022,2,12,,
2310303,0,5,2000,3000,0,141020,5,12,,
2310304,0,2,5000,20000,0,141021,2,12,,
2310305,0,5,2000,20000,0,141020,5,12,,
2310306,0,5,2000,30000,0,141020,5,12,,
2310401,0,3,4000,2000,0,141022,3,12,,
2310402,0,3,3000,2000,0,141023,3,12,,
2310403,0,4,2000,12000,0,141025,4,12,,
2310404,0,2,4000,13000,0,141055,2,12,,
2310405,0,4,4000,20000,0,141021,4,12,,
2310406,0,8,2000,20000,0,141020,10,12,,
2310501,0,2,2000,2000,0,141021,4,12,,
2310502,0,2,4000,2000,0,141022,2,12,,
2310503,0,5,2000,8000,0,141021,6,12,,
2310504,0,3,2000,16000,0,141023,3,12,,
2310505,0,2,2000,20000,0,141022,2,12,,
2310506,0,2,2000,22000,0,141023,2,12,,
2310601,0,3,2000,2000,0,141022,3,12,,
2310602,0,3,2000,8000,0,141022,3,12,,
2310603,0,3,2000,14000,0,141055,3,12,,
2310701,0,7,2000,2000,1,141054,8,12,,
2310702,0,2,6000,2000,1,141024,2,12,,
2310703,1,5,3500,2000,1,141021,5,12,,
2310704,1,2,4000,15000,0,141027,2,12,,
2310705,0,2,4000,23000,0,141027,2,12,,
2310706,0,2,4000,31000,0,141027,2,12,,
2310707,0,7,1500,41000,1,141020,10,12,,
2310801,0,7,1500,2000,1,141020,10,12,,
2310802,0,2,6000,2000,0,141024,2,12,,
2310803,1,5,3500,18000,0,141021,5,12,,
2310804,1,2,2500,21000,0,141023,2,12,,
2310805,0,5,2000,24000,1,141022,5,12,,
2310806,1,8,2000,30000,1,141020,10,12,,
2310807,0,2,10000,32000,1,141024,2,12,,
2310808,0,1,4000,40000,1,141026,1,12,,
2310901,0,8,2000,2000,0,141020,10,12,,
2310902,0,7,2000,9000,0,141020,10,12,,
2310903,0,8,2000,16000,0,141020,10,12,,
2310904,0,6,4000,16000,0,141054,8,12,,
2311001,1,4,2000,2000,0,141021,4,12,,
2311002,0,4,2000,10000,1,141021,4,12,,
2311003,0,2,4000,11000,1,141055,2,12,,
2311101,0,2,1500,2000,1,141023,2,12,,
2311102,0,10,1000,4500,1,141020,10,12,,
2311103,0,10,2000,7000,0,141020,10,12,,
2311104,0,2,2000,8000,0,141022,3,12,,
2311105,1,4,3500,15000,1,141025,4,12,,
2311106,0,2,2500,18000,1,141023,2,12,,
2311107,0,2,2000,22000,0,141023,2,12,,
2311201,0,2,2000,2000,1,141026,2,12,,
2311202,1,8,2000,3000,1,141020,10,12,,
2311203,0,10,2000,9000,1,141020,10,12,,
2311204,0,4,3000,20000,0,141025,4,12,,
2311205,0,7,3500,24000,0,141020,10,12,,
2311206,0,8,2000,34000,1,141020,10,12,,
2311207,0,8,2000,40000,1,141021,10,12,,
2311208,0,7,2000,45000,0,141020,10,12,,
2410101,0,8,2000,2000,0,141020,10,12,,
2410102,0,3,5000,2000,0,141021,3,12,,
2410201,0,8,2000,2000,0,141020,10,12,,
2410202,0,8,2000,16000,0,141020,10,12,,
2410203,0,3,5000,16000,0,141021,3,12,,
2410204,0,3,4000,20000,1,141022,3,12,,
2410205,0,8,2000,20000,1,141020,10,12,,
2410301,0,3,5000,2000,1,141054,5,12,,
2410302,0,2,4000,2000,1,141022,2,12,,
2410303,0,8,2000,2000,1,141020,10,12,,
2410304,0,3,5000,20000,0,141021,3,12,,
2410305,0,8,2000,20000,0,141020,10,12,,
2410306,0,5,2000,30000,1,141020,8,12,,
2410401,0,3,4000,2000,0,141022,3,12,,
2410402,0,3,3000,2000,0,141023,3,12,,
2410403,0,4,2000,12000,1,141025,4,12,,
2410404,0,2,4000,13000,1,141055,2,12,,
2410405,0,4,4000,20000,1,141021,4,12,,
2410406,0,8,2000,20000,1,141020,10,12,,
2410501,0,2,2000,2000,0,141021,4,12,,
2410502,0,2,4000,2000,0,141022,2,12,,
2410503,0,5,2000,8000,1,141021,6,12,,
2410504,0,3,2000,16000,1,141023,3,12,,
2410505,0,2,2000,20000,1,141022,2,12,,
2410506,0,2,2000,22000,1,141023,2,12,,
2410601,0,3,2000,2000,0,141022,3,12,,
2410602,0,3,2000,8000,0,141022,3,12,,
2410603,0,3,2000,14000,0,141055,3,12,,
2410701,0,7,2000,2000,1,141054,8,12,,
2410702,0,2,6000,2000,1,141024,2,12,,
2410703,1,5,3500,2000,1,141021,5,12,,
2410704,1,2,4000,15000,0,141027,2,12,,
2410705,0,2,4000,23000,0,141027,2,12,,
2410706,0,2,4000,31000,0,141027,2,12,,
2410707,0,7,1500,41000,1,141020,10,12,,
2410801,0,7,1500,2000,1,141020,10,12,,
2410802,0,2,6000,2000,0,141024,2,12,,
2410803,1,5,3500,18000,0,141021,5,12,,
2410804,1,2,2500,21000,0,141023,2,12,,
2410805,0,5,2000,24000,1,141022,5,12,,
2410806,1,8,2000,30000,1,141020,10,12,,
2410807,0,2,10000,32000,1,141024,2,12,,
2410808,0,1,4000,40000,1,141026,1,12,,
2410901,0,8,2000,2000,0,141020,10,12,,
2410902,0,7,2000,9000,0,141020,10,12,,
2410903,0,8,2000,16000,0,141020,10,12,,
2410904,0,6,4000,16000,0,141054,8,12,,
2411001,1,4,2000,2000,0,141021,4,12,,
2411002,0,4,2000,10000,1,141021,4,12,,
2411003,0,2,4000,11000,1,141055,2,12,,
2411101,0,2,1500,2000,1,141023,2,12,,
2411102,0,10,1000,4500,1,141020,10,12,,
2411103,0,2,10000,7000,0,141056,2,12,,
2411104,0,2,2000,8000,0,141022,3,12,,
2411105,1,4,3500,15000,1,141025,4,12,,
2411106,0,2,2500,18000,1,141023,2,12,,
2411107,0,2,2000,22000,0,141023,2,12,,
2411201,0,1,2000,2000,1,141028,1,12,,
2411202,1,5,2000,3000,1,141020,10,12,,
2411203,0,3,2000,9000,1,141054,6,12,,
2411204,0,2,3000,20000,0,141025,2,12,,
2411205,0,3,3500,24000,0,141056,3,12,,
2411206,0,3,2000,34000,1,141020,6,12,,
2411207,0,10,1000,40000,1,141055,20,12,,
2411208,0,2,2000,45000,0,141056,2,12,,
2510101,0,13,1000,2000,0,141029,17,13,,
2510201,0,13,2000,2000,0,141029,17,13,,
2510202,0,11,2000,5500,0,141029,17,13,,
2510301,0,10,3000,2000,2,141057,14,13,,
2510302,0,10,3000,10000,2,141057,14,13,,
2510401,0,8,2000,2000,3,141057,14,13,,
2510402,0,8,2000,12000,3,141057,14,13,,
2510403,0,6,1500,15000,1,141057,14,13,,
2510501,0,5,2000,2000,1,141030,5,13,,
2510502,0,5,2000,8000,1,141030,5,13,,
2510601,0,6,2500,2000,0,141030,7,13,,
2510602,0,6,2500,12000,1,141030,7,13,,
2510603,0,6,2500,22000,2,141030,7,13,,
2510701,0,17,1000,2000,0,141029,17,13,,
2510702,0,6,4000,5000,0,141057,7,13,,
2510703,0,17,1500,12000,0,141029,17,13,,
2510801,0,1,1000,2000,1,141035,1,13,,
2510802,0,6,4000,5000,1,141030,7,13,,
2510803,0,17,1500,12000,1,141029,17,13,,
2510901,0,8,2000,2000,2,141057,9,13,,
2510902,0,5,3000,4500,2,141030,5,13,,
2510903,0,8,1500,12000,2,141057,9,13,,
2511001,0,17,2000,2000,3,141029,17,13,,
2511002,0,5,2500,10000,3,141057,5,13,,
2511003,0,6,2000,17000,3,141030,7,13,,
2511101,0,17,2000,2000,0,141029,17,13,,
2511102,0,6,2000,12000,1,141057,7,13,,
2511103,0,6,2000,22000,2,141057,7,13,,
2511104,0,8,2000,30000,3,141030,9,13,,
2511201,0,17,2000,2000,0,141029,17,13,,
2511202,0,9,10000,12000,1,141030,9,13,,
2511203,0,8,2000,22000,2,141030,9,13,,
2511204,0,10,2000,30000,3,141030,10,13,,
2610101,0,13,2000,2000,0,141029,17,13,,
2610201,0,6,2000,2000,0,141057,7,13,,
2610202,0,6,2000,10000,0,141057,7,13,,
2610301,0,5,2000,2000,0,141030,5,13,,
2610302,0,5,2000,13000,0,141030,5,13,,
2610401,0,1,2000,2000,0,141031,2,13,,
2610402,0,1,2000,8000,0,141031,2,13,,
2610403,0,1,2000,14000,0,141031,2,13,,
2610501,0,3,2000,2000,0,141058,3,13,,
2610502,0,3,2000,8000,0,141058,3,13,,
2610601,0,17,2000,2000,0,141029,17,13,,
2610602,0,6,4000,4500,0,141030,7,13,,
2610603,0,6,3000,20000,0,141030,7,13,,
2610701,0,10,1000,2000,0,141029,14,13,,
2610702,0,3,3000,3000,0,141030,3,13,,
2610703,0,5,3000,4000,0,141057,7,13,,
2610801,0,10,2000,2000,2,141029,10,13,,
2610802,0,1,4000,4000,2,141058,2,13,,
2610803,0,6,2000,8000,2,141030,7,13,,
2610901,0,17,2000,2000,2,141029,17,13,,
2610902,0,5,2500,4500,2,141030,5,13,,
2610903,0,3,2000,7500,2,141031,5,13,,
2611001,0,3,2000,2000,2,141058,3,13,,
2611002,0,5,2500,4000,2,141057,5,13,,
2611003,0,6,2000,7000,2,141030,7,13,,
2611101,0,1,2000,2000,1,141035,1,13,,
2611102,0,3,5000,5000,1,141031,3,13,,
2611103,0,3,7500,10000,1,141058,3,13,,
2611104,0,3,5000,15000,1,141058,3,13,,
2611201,0,10,2000,2000,0,141030,10,13,,
2611202,0,3,4000,4500,0,141031,3,13,,
2611203,0,6,2000,10000,2,141057,10,13,,
2611204,0,1,5000,15000,1,141058,2,13,,
2710101,0,10,1500,2000,0,141029,10,14,,
2710201,0,10,900,2000,1,141057,10,14,,
2710202,0,3,3000,8500,1,141058,3,14,,
2710301,0,10,1500,2000,0,141057,10,14,,
2710302,0,3,1000,2500,1,141030,3,14,,
2710303,0,8,1000,10000,1,141029,9,14,,
2710401,0,3,2000,2000,0,142032,3,14,,
2710402,1,3,2000,7000,0,141029,7,14,,
2710501,0,3,1000,2000,0,141058,3,14,,
2710502,0,3,1000,8000,0,141030,3,14,,
2710503,0,6,2000,12000,1,142032,7,14,,
2710601,0,3,2000,2000,0,141030,3,14,,
2710602,0,6,1000,3000,0,141057,10,14,,
2710603,0,3,2000,15000,1,141058,3,14,,
2710604,0,3,2000,20000,1,141030,3,14,,
2710701,0,5,1500,2000,0,141029,10,14,,
2710702,0,3,6000,9000,1,142032,3,14,,
2710703,0,3,2000,13000,0,141030,3,14,,
2710704,0,3,2000,16000,0,141031,3,14,,
2710705,0,3,5000,22000,1,141030,5,14,,
2710706,0,3,2000,25000,1,141031,3,14,,
2710801,0,3,2000,2000,0,141031,3,14,,
2710802,0,3,2000,7500,0,141031,3,14,,
2710803,0,8,1000,11000,1,141029,17,14,,
2710901,0,3,1500,2000,0,141057,3,14,,
2710902,0,17,1000,3000,1,141057,34,14,,
2710903,1,6,5000,6000,0,142032,7,14,,
2710904,0,1,1000,22000,1,141033,2,14,,
2711001,0,3,2500,2000,0,141058,3,14,,
2711002,0,3,2500,6000,1,141058,3,14,,
2711003,0,1,1000,10000,0,141033,2,14,,
2711004,0,1,1000,14000,1,141033,2,14,,
2711101,1,5,3000,2000,0,142032,5,14,,
2711102,0,3,2000,9000,1,141030,3,14,,
2711103,1,5,3000,12000,0,142032,5,14,,
2711104,0,3,2000,16000,1,141030,3,14,,
2711201,0,3,1500,2000,0,141058,3,14,,
2711202,0,3,1500,8000,1,141058,3,14,,
2711203,1,8,2000,11000,0,141057,17,14,,
2711204,1,8,2000,14000,1,141057,17,14,,
2711205,0,1,5000,22000,0,141033,3,14,,
2810101,0,10,1500,2000,0,141029,10,14,,
2810201,0,10,900,2000,1,141057,10,14,,
2810202,0,3,3000,8500,1,141030,3,14,,
2810301,0,10,1500,2000,0,141057,10,14,,
2810302,0,3,1000,2500,1,141058,3,14,,
2810303,0,8,1000,10000,1,141029,9,14,,
2810401,0,3,2000,2000,0,142032,3,14,,
2810402,1,3,2000,7000,0,141057,7,14,,
2810501,0,3,1000,2000,0,141058,3,14,,
2810502,0,3,1000,8000,0,141030,3,14,,
2810503,0,6,2000,12000,1,142032,7,14,,
2810601,0,3,2000,2000,0,141030,3,14,,
2810602,0,5,1000,3000,0,141057,10,14,,
2810603,0,3,2000,15000,1,141058,3,14,,
2810604,0,3,2000,20000,1,141030,3,14,,
2810701,0,5,1500,2000,0,141029,10,14,,
2810702,0,3,6000,9000,1,142032,3,14,,
2810703,0,3,2000,13000,0,141030,3,14,,
2810704,0,3,2000,16000,0,141031,3,14,,
2810705,0,3,5000,22000,1,141030,5,14,,
2810706,0,3,2000,25000,1,141031,3,14,,
2810801,0,3,2000,2000,0,141031,3,14,,
2810802,0,3,2000,7500,0,141031,3,14,,
2810803,0,8,1000,11000,1,141029,17,14,,
2810901,0,3,1500,2000,0,141030,3,14,,
2810902,0,15,1000,3000,1,141057,26,14,,
2810903,1,6,5000,6000,0,142032,7,14,,
2810904,0,1,1000,22000,1,141033,2,14,,
2811001,0,3,2500,2000,0,141031,3,14,,
2811002,0,3,2500,6000,1,141031,3,14,,
2811003,0,1,1000,10000,0,141033,2,14,,
2811004,0,1,1000,14000,1,141033,2,14,,
2811101,1,5,3000,2000,0,142032,5,14,,
2811102,0,3,2000,9000,1,141030,3,14,,
2811103,1,5,3000,12000,0,142032,5,14,,
2811104,0,3,2000,16000,1,141030,3,14,,
2811201,0,3,1500,2000,0,141058,3,14,,
2811202,0,3,1500,8000,1,141058,3,14,,
2811203,1,8,2000,11000,0,141057,17,14,,
2811204,1,8,2000,14000,1,141058,17,14,,
2811205,0,1,5000,22000,0,141033,3,14,,
2910101,0,13,3000,2000,0,141057,14,15,,
2910201,0,3,1000,2000,0,141030,3,15,,
2910202,0,3,6000,8000,0,141031,3,15,,
2910203,0,6,1000,11000,0,142032,7,15,,
2910301,0,13,1000,2000,0,141057,14,15,,
2910302,0,3,1000,11000,0,141031,3,15,,
2910303,0,3,1000,15000,0,141030,3,15,,
2910401,0,8,1500,2000,0,141029,17,15,,
2910402,0,6,1500,8000,0,142032,7,15,,
2910501,0,6,2500,2000,0,141057,14,15,,
2910502,0,3,15000,8000,0,141034,3,15,,
2910503,0,3,3000,16000,0,141034,3,15,,
2910601,0,3,2000,2000,0,141058,3,15,,
2910602,0,13,900,9000,0,141029,20,15,,
2910603,0,3,1000,12000,0,141030,7,15,,
2910604,0,3,3000,17000,0,142032,3,15,,
2910605,0,3,3000,22000,0,142032,3,15,,
2910606,0,8,1000,25000,0,141029,17,15,,
2910701,1,3,10000,2000,0,141058,3,15,,
2910702,0,5,1500,6000,0,141030,5,15,,
2910703,0,5,2500,15000,0,141034,5,15,,
2910704,0,5,2500,19000,0,141034,5,15,,
2910801,0,3,3500,2000,0,141059,3,15,,
2910802,0,3,1500,9000,0,141031,3,15,,
2910803,1,10,2500,16000,0,142032,10,15,,
2910804,0,8,1500,19000,0,141029,17,15,,
2910901,0,6,2500,2000,0,141034,7,15,,
2910902,0,6,2500,13000,0,141034,7,15,,
2910903,0,1,1000,20000,0,141035,2,15,,
2911001,0,3,3500,2000,0,141033,3,15,,
2911002,0,5,1500,10000,0,141031,5,15,,
2911003,0,6,3000,16000,0,141034,7,15,,
2911004,0,10,3000,20000,0,141035,10,15,,
2911101,1,3,2000,2000,0,142032,7,15,,
2911102,1,3,2000,7000,0,142032,7,15,,
2911103,0,1,1000,11000,0,141035,2,15,,
2911104,0,1,1000,14000,0,141035,2,15,,
2911105,1,3,2000,18000,0,142032,7,15,,
2911106,1,3,2000,23000,0,142032,7,15,,
2911201,1,8,3500,2000,0,141034,9,15,,
2911202,0,8,3500,8000,0,141034,9,15,,
2911203,1,5,6000,25000,0,141059,5,15,,
2911301,0,8,3000,2000,0,141023,9,15,,
2911302,0,5,800,6000,0,141058,5,15,,
2911303,0,1,1000,9000,0,141035,2,15,,
2911304,0,3,800,11000,0,141058,3,15,,
2911305,0,1,1000,14000,0,141035,2,15,,
2911306,1,3,2000,18000,0,141033,3,15,,
2911307,1,10,2000,22000,0,142032,10,15,,
2911308,0,8,3000,26000,0,141033,9,15,,
3010101,0,13,3000,2000,0,141057,14,15,,
3010201,0,3,1000,2000,0,141030,3,15,,
3010202,0,3,6000,8000,0,141058,3,15,,
3010203,0,6,1000,11000,0,142032,7,15,,
3010301,0,13,1000,2000,0,141029,14,15,,
3010302,0,3,1000,11000,0,141058,3,15,,
3010303,0,3,1000,15000,0,141030,3,15,,
3010401,0,8,1500,2000,0,141057,17,15,,
3010402,0,6,1500,8000,0,142032,7,15,,
3010501,0,6,2500,2000,0,141029,14,15,,
3010502,0,3,15000,8000,0,141034,3,15,,
3010503,0,3,3000,16000,0,141034,3,15,,
3010601,0,3,2000,2000,0,141031,3,15,,
3010602,0,13,900,9000,0,141029,20,15,,
3010603,0,3,1000,12000,0,141030,7,15,,
3010604,0,3,3000,17000,0,142032,3,15,,
3010605,0,3,3000,22000,0,142032,3,15,,
3010606,0,8,1000,25000,0,141029,17,15,,
3010701,1,3,10000,2000,0,141031,3,15,,
3010702,0,5,1500,6000,0,141030,5,15,,
3010703,0,5,2500,15000,0,141034,5,15,,
3010704,0,5,2500,19000,0,141034,5,15,,
3010801,0,3,3500,2000,0,141059,3,15,,
3010802,0,3,1500,9000,0,141031,3,15,,
3010803,1,10,2500,16000,0,142032,10,15,,
3010804,0,8,1500,19000,0,141029,17,15,,
3010901,0,6,2500,2000,0,141034,7,15,,
3010902,0,6,2500,13000,0,141034,7,15,,
3010903,0,1,1000,20000,0,141035,2,15,,
3011001,0,3,3500,2000,0,141059,3,15,,
3011002,0,5,1500,10000,0,141031,5,15,,
3011003,0,6,3000,16000,0,141034,7,15,,
3011004,0,10,3000,20000,0,141035,10,15,,
3011101,1,3,2000,2000,0,142032,7,15,,
3011102,1,3,2000,7000,0,142032,7,15,,
