object_list,,,,,,,,,,,,,
语言包key,按表进行分类,中文简体,中文简体,英文,英文,英文,英文,,,,,,
12147,Soldiers,援兵,接受过强健体魄训练的民兵，可以承受更多的伤害。,Reinforcements,"After a little training and improved armor, these militia men can take heavier hits.",,,,,,,,
12148,Soldiers,援兵,接受过强健体魄训练的民兵，可以承受更多的伤害。,Reinforcements,"After a little training and improved armor, these militia men can take heavier hits.",,,,,,,,
12149,Soldiers,援兵,接受过强健体魄训练的民兵，可以承受更多的伤害。,Reinforcements,"After a little training and improved armor, these militia men can take heavier hits.",,,,,,,,
12150,Soldiers,援兵,接受过强健体魄训练的民兵，可以承受更多的伤害。,Reinforcements,"After a little training and improved armor, these militia men can take heavier hits.",,,,,,,,
12151,Soldiers,援兵,接受过强健体魄训练的民兵，可以承受更多的伤害。,Reinforcements,"After a little training and improved armor, these militia men can take heavier hits.",,,,,,,,
12152,Soldiers,援兵,接受过强健体魄训练的民兵，可以承受更多的伤害。,Reinforcements,"After a little training and improved armor, these militia men can take heavier hits.",,,,,,,,
12153,Soldiers,援兵,接受过强健体魄训练的民兵，可以承受更多的伤害。,Reinforcements,"After a little training and improved armor, these militia men can take heavier hits.",,,,,,,,
12154,Soldiers,援兵,接受过强健体魄训练的民兵，可以承受更多的伤害。,Reinforcements,"After a little training and improved armor, these militia men can take heavier hits.",,,,,,,,
12155,Soldiers,援兵,接受过强健体魄训练的民兵，可以承受更多的伤害。,Reinforcements,"After a little training and improved armor, these militia men can take heavier hits.",,,,,,,,
12156,Soldiers,援兵,接受过强健体魄训练的民兵，可以承受更多的伤害。,Reinforcements,"After a little training and improved armor, these militia men can take heavier hits.",,,,,,,,
12157,Soldiers,援兵,接受过强健体魄训练的民兵，可以承受更多的伤害。,Reinforcements,"After a little training and improved armor, these militia men can take heavier hits.",,,,,,,,
12158,Soldiers,援兵,接受过强健体魄训练的民兵，可以承受更多的伤害。,Reinforcements,"After a little training and improved armor, these militia men can take heavier hits.",,,,,,,,
12159,Soldiers,援兵,接受过强健体魄训练的民兵，可以承受更多的伤害。,Reinforcements,"After a little training and improved armor, these militia men can take heavier hits.",,,,,,,,
12160,Soldiers,援兵,接受过强健体魄训练的民兵，可以承受更多的伤害。,Reinforcements,"After a little training and improved armor, these militia men can take heavier hits.",,,,,,,,
12161,Soldiers,援兵,接受过强健体魄训练的民兵，可以承受更多的伤害。,Reinforcements,"After a little training and improved armor, these militia men can take heavier hits.",,,,,,,,
12162,Soldiers,援兵,接受过强健体魄训练的民兵，可以承受更多的伤害。,Reinforcements,"After a little training and improved armor, these militia men can take heavier hits.",,,,,,,,
12163,Soldiers,援兵,接受过强健体魄训练的民兵，可以承受更多的伤害。,Reinforcements,"After a little training and improved armor, these militia men can take heavier hits.",,,,,,,,
12164,Soldiers,援兵,接受过强健体魄训练的民兵，可以承受更多的伤害。,Reinforcements,"After a little training and improved armor, these militia men can take heavier hits.",,,,,,,,
12165,Soldiers,援兵,接受过强健体魄训练的民兵，可以承受更多的伤害。,Reinforcements,"After a little training and improved armor, these militia men can take heavier hits.",,,,,,,,
12166,Soldiers,援兵,接受过强健体魄训练的民兵，可以承受更多的伤害。,Reinforcements,"After a little training and improved armor, these militia men can take heavier hits.",,,,,,,,
12167,Soldiers,援兵,接受过强健体魄训练的民兵，可以承受更多的伤害。,Reinforcements,"After a little training and improved armor, these militia men can take heavier hits.",,,,,,,,
12168,Soldiers,援兵,接受过强健体魄训练的民兵，可以承受更多的伤害。,Reinforcements,"After a little training and improved armor, these militia men can take heavier hits.",,,,,,,,
12169,Soldiers,援兵,接受过强健体魄训练的民兵，可以承受更多的伤害。,Reinforcements,"After a little training and improved armor, these militia men can take heavier hits.",,,,,,,,
12170,Soldiers,援兵,接受过强健体魄训练的民兵，可以承受更多的伤害。,Reinforcements,"After a little training and improved armor, these militia men can take heavier hits.",,,,,,,,
12171,Soldiers,援兵,接受过强健体魄训练的民兵，可以承受更多的伤害。,Reinforcements,"After a little training and improved armor, these militia men can take heavier hits.",,,,,,,,
12172,Soldiers,援兵,接受过强健体魄训练的民兵，可以承受更多的伤害。,Reinforcements,"After a little training and improved armor, these militia men can take heavier hits.",,,,,,,,
12173,Soldiers,援兵,接受过强健体魄训练的民兵，可以承受更多的伤害。,Reinforcements,"After a little training and improved armor, these militia men can take heavier hits.",,,,,,,,
12174,Soldiers,援兵,配备了正规防具的民兵，现在他们更耐打了。,Reinforcements,"Equipped with elite armor, these militia men can endure even heavier beatings.",,,,,,,,
12175,Soldiers,援兵,配备了正规防具的民兵，现在他们更耐打了。,Reinforcements,"Equipped with elite armor, these militia men can endure even heavier beatings.",,,,,,,,
12176,Soldiers,援兵,配备了正规防具的民兵，现在他们更耐打了。,Reinforcements,"Equipped with elite armor, these militia men can endure even heavier beatings.",,,,,,,,
12177,Soldiers,援兵,配备了正规防具的民兵，现在他们更耐打了。,Reinforcements,"Equipped with elite armor, these militia men can endure even heavier beatings.",,,,,,,,
12178,Soldiers,援兵,配备了正规防具的民兵，现在他们更耐打了。,Reinforcements,"Equipped with elite armor, these militia men can endure even heavier beatings.",,,,,,,,
12179,Soldiers,援兵,配备了正规防具的民兵，现在他们更耐打了。,Reinforcements,"Equipped with elite armor, these militia men can endure even heavier beatings.",,,,,,,,
12180,Soldiers,援兵,配备了正规防具的民兵，现在他们更耐打了。,Reinforcements,"Equipped with elite armor, these militia men can endure even heavier beatings.",,,,,,,,
12181,Soldiers,援兵,配备了正规防具的民兵，现在他们更耐打了。,Reinforcements,"Equipped with elite armor, these militia men can endure even heavier beatings.",,,,,,,,
12182,Soldiers,援兵,配备了正规防具的民兵，现在他们更耐打了。,Reinforcements,"Equipped with elite armor, these militia men can endure even heavier beatings.",,,,,,,,
12183,Soldiers,援兵,配备了正规防具的民兵，现在他们更耐打了。,Reinforcements,"Equipped with elite armor, these militia men can endure even heavier beatings.",,,,,,,,
12184,Soldiers,援兵,配备了正规防具的民兵，现在他们更耐打了。,Reinforcements,"Equipped with elite armor, these militia men can endure even heavier beatings.",,,,,,,,
12185,Soldiers,援兵,配备了正规防具的民兵，现在他们更耐打了。,Reinforcements,"Equipped with elite armor, these militia men can endure even heavier beatings.",,,,,,,,
12186,Soldiers,援兵,配备了正规防具的民兵，现在他们更耐打了。,Reinforcements,"Equipped with elite armor, these militia men can endure even heavier beatings.",,,,,,,,
12187,Soldiers,援兵,配备了正规防具的民兵，现在他们更耐打了。,Reinforcements,"Equipped with elite armor, these militia men can endure even heavier beatings.",,,,,,,,
12188,Soldiers,援兵,配备了正规防具的民兵，现在他们更耐打了。,Reinforcements,"Equipped with elite armor, these militia men can endure even heavier beatings.",,,,,,,,
12189,Soldiers,援兵,配备了正规防具的民兵，现在他们更耐打了。,Reinforcements,"Equipped with elite armor, these militia men can endure even heavier beatings.",,,,,,,,
12190,Soldiers,援兵,配备了正规防具的民兵，现在他们更耐打了。,Reinforcements,"Equipped with elite armor, these militia men can endure even heavier beatings.",,,,,,,,
12191,Soldiers,援兵,配备了正规防具的民兵，现在他们更耐打了。,Reinforcements,"Equipped with elite armor, these militia men can endure even heavier beatings.",,,,,,,,
12192,Soldiers,援兵,配备了正规防具的民兵，现在他们更耐打了。,Reinforcements,"Equipped with elite armor, these militia men can endure even heavier beatings.",,,,,,,,
12193,Soldiers,援兵,配备了正规防具的民兵，现在他们更耐打了。,Reinforcements,"Equipped with elite armor, these militia men can endure even heavier beatings.",,,,,,,,
12194,Soldiers,援兵,配备了正规防具的民兵，现在他们更耐打了。,Reinforcements,"Equipped with elite armor, these militia men can endure even heavier beatings.",,,,,,,,
12195,Soldiers,援兵,配备了正规防具的民兵，现在他们更耐打了。,Reinforcements,"Equipped with elite armor, these militia men can endure even heavier beatings.",,,,,,,,
12196,Soldiers,援兵,配备了正规防具的民兵，现在他们更耐打了。,Reinforcements,"Equipped with elite armor, these militia men can endure even heavier beatings.",,,,,,,,
12197,Soldiers,援兵,配备了正规防具的民兵，现在他们更耐打了。,Reinforcements,"Equipped with elite armor, these militia men can endure even heavier beatings.",,,,,,,,
12198,Soldiers,援兵,配备了正规防具的民兵，现在他们更耐打了。,Reinforcements,"Equipped with elite armor, these militia men can endure even heavier beatings.",,,,,,,,
12199,Soldiers,援兵,配备了正规防具的民兵，现在他们更耐打了。,Reinforcements,"Equipped with elite armor, these militia men can endure even heavier beatings.",,,,,,,,
12200,Soldiers,援兵,配备了正规防具的民兵，现在他们更耐打了。,Reinforcements,"Equipped with elite armor, these militia men can endure even heavier beatings.",,,,,,,,
12201,Soldiers,援兵,配备了正规防具的民兵，现在他们更耐打了。,Reinforcements,"Equipped with elite armor, these militia men can endure even heavier beatings.",,,,,,,,
12202,Soldiers,援兵,配备了正规防具的民兵，现在他们更耐打了。,Reinforcements,"Equipped with elite armor, these militia men can endure even heavier beatings.",,,,,,,,
12203,Soldiers,援兵,配备了正规防具的民兵，现在他们更耐打了。,Reinforcements,"Equipped with elite armor, these militia men can endure even heavier beatings.",,,,,,,,
12204,Soldiers,援兵,配备了正规防具的民兵，现在他们更耐打了。,Reinforcements,"Equipped with elite armor, these militia men can endure even heavier beatings.",,,,,,,,
12205,Soldiers,援兵,配备了正规防具的民兵，现在他们更耐打了。,Reinforcements,"Equipped with elite armor, these militia men can endure even heavier beatings.",,,,,,,,
